State,Year,Area,Production,Yield (Tonne/Hectare),Season,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,RH2M,WS2M,NDVI_SeasonalMean,Mean_SOC,Median_SOC,Min_SOC,Max_SOC,Std_SOC
Chandigarh,2020,547,2735,5.0,Kharif,29.43155737704918,34.16688524590164,24.94860655737705,802.1,2585.98,68.58319672131147,1.6604098360655737,0.5140452587065382,2.126695009944596,2.0,2.0,6.25,0.38420373556564835
Chandigarh,2020,547,2735,5.0,Rabi,18.117464788732395,25.535258215962443,12.869577464788732,323.19,3448.51,50.97868544600939,1.8621596244131453,0.4433181349127313,2.126695009944596,2.0,2.0,6.25,0.38420373556564835
Chandigarh,2021,547,2735,5.0,Kharif,29.265901639344264,33.71975409836066,24.959016393442624,992.6,2429.1,68.71827868852458,1.5581147540983606,0.517970780992147,2.126695009944596,2.0,2.0,6.25,0.38420373556564835
Chandigarh,2021,547,2735,5.0,Rabi,19.571415094339624,27.24089622641509,14.013254716981132,157.82,3527.73,46.41481132075472,1.9489622641509436,0.4128822221183472,2.126695009944596,2.0,2.0,6.25,0.38420373556564835
Chandigarh,2022,547,2735,5.0,Kharif,29.236475409836064,33.537213114754095,25.18622950819672,1139.18,2462.37,70.54655737704918,1.713114754098361,0.5378283776069824,2.126695009944596,2.0,2.0,6.25,0.38420373556564835
Chandigarh,2022,547,2735,5.0,Rabi,19.302075471698117,26.322264150943397,14.119669811320756,246.48,3492.06,57.03490566037736,1.8995283018867923,0.42772740054751207,2.126695009944596,2.0,2.0,6.25,0.38420373556564835
Haryana,2011,299053,1602000,4.86,Kharif,31.57967213114754,36.57680327868852,26.908360655737702,497.43,2348.21,62.538360655737705,2.1618852459016398,0.4813594145870197,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,4.29,Kharif,31.57967213114754,36.57680327868852,26.908360655737702,497.43,2348.21,62.538360655737705,2.1618852459016398,0.4813594145870197,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,4.92,Kharif,31.57967213114754,36.57680327868852,26.908360655737702,497.43,2348.21,62.538360655737705,2.1618852459016398,0.4813594145870197,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,5.46,Kharif,31.57967213114754,36.57680327868852,26.908360655737702,497.43,2348.21,62.538360655737705,2.1618852459016398,0.4813594145870197,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,5.1,Kharif,31.57967213114754,36.57680327868852,26.908360655737702,497.43,2348.21,62.538360655737705,2.1618852459016398,0.4813594145870197,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,4.89,Kharif,31.57967213114754,36.57680327868852,26.908360655737702,497.43,2348.21,62.538360655737705,2.1618852459016398,0.4813594145870197,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,5.24,Kharif,31.57967213114754,36.57680327868852,26.908360655737702,497.43,2348.21,62.538360655737705,2.1618852459016398,0.4813594145870197,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,5.45,Kharif,31.57967213114754,36.57680327868852,26.908360655737702,497.43,2348.21,62.538360655737705,2.1618852459016398,0.4813594145870197,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,5.68,Kharif,31.57967213114754,36.57680327868852,26.908360655737702,497.43,2348.21,62.538360655737705,2.1618852459016398,0.4813594145870197,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,5.44,Kharif,31.57967213114754,36.57680327868852,26.908360655737702,497.43,2348.21,62.538360655737705,2.1618852459016398,0.4813594145870197,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,4.61,Kharif,31.57967213114754,36.57680327868852,26.908360655737702,497.43,2348.21,62.538360655737705,2.1618852459016398,0.4813594145870197,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,4.37,Kharif,31.57967213114754,36.57680327868852,26.908360655737702,497.43,2348.21,62.538360655737705,2.1618852459016398,0.4813594145870197,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,5.09,Kharif,31.57967213114754,36.57680327868852,26.908360655737702,497.43,2348.21,62.538360655737705,2.1618852459016398,0.4813594145870197,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,3.57,Kharif,31.57967213114754,36.57680327868852,26.908360655737702,497.43,2348.21,62.538360655737705,2.1618852459016398,0.4813594145870197,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,5.56,Kharif,31.57967213114754,36.57680327868852,26.908360655737702,497.43,2348.21,62.538360655737705,2.1618852459016398,0.4813594145870197,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,4.97,Kharif,31.57967213114754,36.57680327868852,26.908360655737702,497.43,2348.21,62.538360655737705,2.1618852459016398,0.4813594145870197,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,5.0,Kharif,31.57967213114754,36.57680327868852,26.908360655737702,497.43,2348.21,62.538360655737705,2.1618852459016398,0.4813594145870197,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,5.36,Kharif,31.57967213114754,36.57680327868852,26.908360655737702,497.43,2348.21,62.538360655737705,2.1618852459016398,0.4813594145870197,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,5.51,Kharif,31.57967213114754,36.57680327868852,26.908360655737702,497.43,2348.21,62.538360655737705,2.1618852459016398,0.4813594145870197,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,5.38,Kharif,31.57967213114754,36.57680327868852,26.908360655737702,497.43,2348.21,62.538360655737705,2.1618852459016398,0.4813594145870197,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,4.86,Rabi,20.24806603773585,28.97014150943396,13.265849056603772,62.17,3370.19,42.04721698113208,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,4.29,Rabi,20.24806603773585,28.97014150943396,13.265849056603772,62.17,3370.19,42.04721698113208,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,4.92,Rabi,20.24806603773585,28.97014150943396,13.265849056603772,62.17,3370.19,42.04721698113208,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,5.46,Rabi,20.24806603773585,28.97014150943396,13.265849056603772,62.17,3370.19,42.04721698113208,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,5.1,Rabi,20.24806603773585,28.97014150943396,13.265849056603772,62.17,3370.19,42.04721698113208,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,4.89,Rabi,20.24806603773585,28.97014150943396,13.265849056603772,62.17,3370.19,42.04721698113208,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,5.24,Rabi,20.24806603773585,28.97014150943396,13.265849056603772,62.17,3370.19,42.04721698113208,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,5.45,Rabi,20.24806603773585,28.97014150943396,13.265849056603772,62.17,3370.19,42.04721698113208,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,5.68,Rabi,20.24806603773585,28.97014150943396,13.265849056603772,62.17,3370.19,42.04721698113208,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,5.44,Rabi,20.24806603773585,28.97014150943396,13.265849056603772,62.17,3370.19,42.04721698113208,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,4.61,Rabi,20.24806603773585,28.97014150943396,13.265849056603772,62.17,3370.19,42.04721698113208,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,4.37,Rabi,20.24806603773585,28.97014150943396,13.265849056603772,62.17,3370.19,42.04721698113208,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,5.09,Rabi,20.24806603773585,28.97014150943396,13.265849056603772,62.17,3370.19,42.04721698113208,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,3.57,Rabi,20.24806603773585,28.97014150943396,13.265849056603772,62.17,3370.19,42.04721698113208,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,5.56,Rabi,20.24806603773585,28.97014150943396,13.265849056603772,62.17,3370.19,42.04721698113208,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,4.97,Rabi,20.24806603773585,28.97014150943396,13.265849056603772,62.17,3370.19,42.04721698113208,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,5.0,Rabi,20.24806603773585,28.97014150943396,13.265849056603772,62.17,3370.19,42.04721698113208,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,5.36,Rabi,20.24806603773585,28.97014150943396,13.265849056603772,62.17,3370.19,42.04721698113208,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,5.51,Rabi,20.24806603773585,28.97014150943396,13.265849056603772,62.17,3370.19,42.04721698113208,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2011,299053,1602000,5.38,Rabi,20.24806603773585,28.97014150943396,13.265849056603772,62.17,3370.19,42.04721698113208,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.2,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.04,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.54,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.68,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.59,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.26,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,3.93,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.27,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.67,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.78,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.13,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.6,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,3.51,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.97,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,3.74,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.85,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.53,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.34,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.2,Rabi,19.80854460093897,28.861830985915493,12.493661971830988,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.04,Rabi,19.80854460093897,28.861830985915493,12.493661971830988,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.54,Rabi,19.80854460093897,28.861830985915493,12.493661971830988,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.68,Rabi,19.80854460093897,28.861830985915493,12.493661971830988,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.59,Rabi,19.80854460093897,28.861830985915493,12.493661971830988,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.26,Rabi,19.80854460093897,28.861830985915493,12.493661971830988,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,3.93,Rabi,19.80854460093897,28.861830985915493,12.493661971830988,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.27,Rabi,19.80854460093897,28.861830985915493,12.493661971830988,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.67,Rabi,19.80854460093897,28.861830985915493,12.493661971830988,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.78,Rabi,19.80854460093897,28.861830985915493,12.493661971830988,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.13,Rabi,19.80854460093897,28.861830985915493,12.493661971830988,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.6,Rabi,19.80854460093897,28.861830985915493,12.493661971830988,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,3.51,Rabi,19.80854460093897,28.861830985915493,12.493661971830988,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.97,Rabi,19.80854460093897,28.861830985915493,12.493661971830988,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,3.74,Rabi,19.80854460093897,28.861830985915493,12.493661971830988,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.85,Rabi,19.80854460093897,28.861830985915493,12.493661971830988,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.53,Rabi,19.80854460093897,28.861830985915493,12.493661971830988,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2012,293495,1423000,4.34,Rabi,19.80854460093897,28.861830985915493,12.493661971830988,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2013,285000,1524000,4.63,Kharif,31.361639344262294,36.47311475409836,26.40844262295082,624.97,2381.95,61.82319672131148,2.020655737704918,0.4887531065083045,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2013,285000,1524000,4.23,Kharif,31.361639344262294,36.47311475409836,26.40844262295082,624.97,2381.95,61.82319672131148,2.020655737704918,0.4887531065083045,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2013,285000,1524000,4.67,Kharif,31.361639344262294,36.47311475409836,26.40844262295082,624.97,2381.95,61.82319672131148,2.020655737704918,0.4887531065083045,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2013,285000,1524000,5.32,Kharif,31.361639344262294,36.47311475409836,26.40844262295082,624.97,2381.95,61.82319672131148,2.020655737704918,0.4887531065083045,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2013,285000,1524000,4.48,Kharif,31.361639344262294,36.47311475409836,26.40844262295082,624.97,2381.95,61.82319672131148,2.020655737704918,0.4887531065083045,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2013,285000,1524000,4.51,Kharif,31.361639344262294,36.47311475409836,26.40844262295082,624.97,2381.95,61.82319672131148,2.020655737704918,0.4887531065083045,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2013,285000,1524000,4.55,Kharif,31.361639344262294,36.47311475409836,26.40844262295082,624.97,2381.95,61.82319672131148,2.020655737704918,0.4887531065083045,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2013,285000,1524000,4.82,Kharif,31.361639344262294,36.47311475409836,26.40844262295082,624.97,2381.95,61.82319672131148,2.020655737704918,0.4887531065083045,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2013,285000,1524000,4.91,Kharif,31.361639344262294,36.47311475409836,26.40844262295082,624.97,2381.95,61.82319672131148,2.020655737704918,0.4887531065083045,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
Haryana,2013,285000,1524000,4.88,Kharif,31.361639344262294,36.47311475409836,26.40844262295082,624.97,2381.95,61.82319672131148,2.020655737704918,0.4887531065083045,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.44646178849963064
