State,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Season,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,RH2M,WS2M,NDVI,Mean_SOC,Median_SOC,Min_SOC,Max_SOC,Std_SOC
Chandigarh,2022,547,2735,5.0,,24.26927544076709,29.929738632848746,19.65294965975874,1385.66,2977.215,63.79073151871327,1.8063215279925764,0.4827778890772473,2.126695009944596,2.0,2.0,6.25,0.38420373556564835
Haryana,2011,87061,423000,4.86,,25.913869084441693,32.773472394061244,20.08710485617074,559.6,2859.2,52.292788818434886,1.8467209248376122,0.4714844586711453,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,151368,650000,4.29,,25.913869084441693,32.773472394061244,20.08710485617074,559.6,2859.2,52.292788818434886,1.8467209248376122,0.4714844586711453,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,30475,150000,4.92,,25.913869084441693,32.773472394061244,20.08710485617074,559.6,2859.2,52.292788818434886,1.8467209248376122,0.4714844586711453,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,189331,1034000,5.46,,25.913869084441693,32.773472394061244,20.08710485617074,559.6,2859.2,52.292788818434886,1.8467209248376122,0.4714844586711453,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,52388,258000,4.92,,25.913869084441693,32.773472394061244,20.08710485617074,559.6,2859.2,52.292788818434886,1.8467209248376122,0.4714844586711453,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,237072,1208000,5.1,,25.913869084441693,32.773472394061244,20.08710485617074,559.6,2859.2,52.292788818434886,1.8467209248376122,0.4714844586711453,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,98419,481000,4.89,,25.913869084441693,32.773472394061244,20.08710485617074,559.6,2859.2,52.292788818434886,1.8467209248376122,0.4714844586711453,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,216610,1136000,5.24,,25.913869084441693,32.773472394061244,20.08710485617074,559.6,2859.2,52.292788818434886,1.8467209248376122,0.4714844586711453,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,173134,943000,5.45,,25.913869084441693,32.773472394061244,20.08710485617074,559.6,2859.2,52.292788818434886,1.8467209248376122,0.4714844586711453,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,171771,975000,5.68,,25.913869084441693,32.773472394061244,20.08710485617074,559.6,2859.2,52.292788818434886,1.8467209248376122,0.4714844586711453,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,112004,609000,5.44,,25.913869084441693,32.773472394061244,20.08710485617074,559.6,2859.2,52.292788818434886,1.8467209248376122,0.4714844586711453,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,41029,189000,4.61,,25.913869084441693,32.773472394061244,20.08710485617074,559.6,2859.2,52.292788818434886,1.8467209248376122,0.4714844586711453,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,71378,312000,4.37,,25.913869084441693,32.773472394061244,20.08710485617074,559.6,2859.2,52.292788818434886,1.8467209248376122,0.4714844586711453,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,99588,507000,5.09,,25.913869084441693,32.773472394061244,20.08710485617074,559.6,2859.2,52.292788818434886,1.8467209248376122,0.4714844586711453,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,15987,57000,3.57,,25.913869084441693,32.773472394061244,20.08710485617074,559.6,2859.2,52.292788818434886,1.8467209248376122,0.4714844586711453,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,86807,483000,5.56,,25.913869084441693,32.773472394061244,20.08710485617074,559.6,2859.2,52.292788818434886,1.8467209248376122,0.4714844586711453,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,48291,240000,4.97,,25.913869084441693,32.773472394061244,20.08710485617074,559.6,2859.2,52.292788818434886,1.8467209248376122,0.4714844586711453,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,102483,512000,5.0,,25.913869084441693,32.773472394061244,20.08710485617074,559.6,2859.2,52.292788818434886,1.8467209248376122,0.4714844586711453,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,299053,1602000,5.36,,25.913869084441693,32.773472394061244,20.08710485617074,559.6,2859.2,52.292788818434886,1.8467209248376122,0.4714844586711453,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,162264,894000,5.51,,25.913869084441693,32.773472394061244,20.08710485617074,559.6,2859.2,52.292788818434886,1.8467209248376122,0.4714844586711453,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,84789,456000,5.38,,25.913869084441693,32.773472394061244,20.08710485617074,559.6,2859.2,52.292788818434886,1.8467209248376122,0.4714844586711453,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,87168,366000,4.2,,26.38005098899408,33.63431713230201,20.11703590394828,458.52,2871.715,42.605182405910874,2.1733760486415763,0.4427784695895681,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,162442,657000,4.04,,26.38005098899408,33.63431713230201,20.11703590394828,458.52,2871.715,42.605182405910874,2.1733760486415763,0.4427784695895681,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,31055,141000,4.54,,26.38005098899408,33.63431713230201,20.11703590394828,458.52,2871.715,42.605182405910874,2.1733760486415763,0.4427784695895681,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,188020,880000,4.68,,26.38005098899408,33.63431713230201,20.11703590394828,458.52,2871.715,42.605182405910874,2.1733760486415763,0.4427784695895681,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,44667,205000,4.59,,26.38005098899408,33.63431713230201,20.11703590394828,458.52,2871.715,42.605182405910874,2.1733760486415763,0.4427784695895681,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,231555,987000,4.26,,26.38005098899408,33.63431713230201,20.11703590394828,458.52,2871.715,42.605182405910874,2.1733760486415763,0.4427784695895681,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,95856,377000,3.93,,26.38005098899408,33.63431713230201,20.11703590394828,458.52,2871.715,42.605182405910874,2.1733760486415763,0.4427784695895681,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,215979,922000,4.27,,26.38005098899408,33.63431713230201,20.11703590394828,458.52,2871.715,42.605182405910874,2.1733760486415763,0.4427784695895681,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,172302,806000,4.68,,26.38005098899408,33.63431713230201,20.11703590394828,458.52,2871.715,42.605182405910874,2.1733760486415763,0.4427784695895681,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,172790,808000,4.68,,26.38005098899408,33.63431713230201,20.11703590394828,458.52,2871.715,42.605182405910874,2.1733760486415763,0.4427784695895681,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,112658,526000,4.67,,26.38005098899408,33.63431713230201,20.11703590394828,458.52,2871.715,42.605182405910874,2.1733760486415763,0.4427784695895681,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,42876,205000,4.78,,26.38005098899408,33.63431713230201,20.11703590394828,458.52,2871.715,42.605182405910874,2.1733760486415763,0.4427784695895681,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,71677,296000,4.13,,26.38005098899408,33.63431713230201,20.11703590394828,458.52,2871.715,42.605182405910874,2.1733760486415763,0.4427784695895681,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,96044,442000,4.6,,26.38005098899408,33.63431713230201,20.11703590394828,458.52,2871.715,42.605182405910874,2.1733760486415763,0.4427784695895681,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,16823,59000,3.51,,26.38005098899408,33.63431713230201,20.11703590394828,458.52,2871.715,42.605182405910874,2.1733760486415763,0.4427784695895681,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,85907,395000,4.6,,26.38005098899408,33.63431713230201,20.11703590394828,458.52,2871.715,42.605182405910874,2.1733760486415763,0.4427784695895681,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,44652,222000,4.97,,26.38005098899408,33.63431713230201,20.11703590394828,458.52,2871.715,42.605182405910874,2.1733760486415763,0.4427784695895681,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,104032,389000,3.74,,26.38005098899408,33.63431713230201,20.11703590394828,458.52,2871.715,42.605182405910874,2.1733760486415763,0.4427784695895681,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,293495,1423000,4.85,,26.38005098899408,33.63431713230201,20.11703590394828,458.52,2871.715,42.605182405910874,2.1733760486415763,0.4427784695895681,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,141805,642000,4.53,,26.38005098899408,33.63431713230201,20.11703590394828,458.52,2871.715,42.605182405910874,2.1733760486415763,0.4427784695895681,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,85102,369000,4.34,,26.38005098899408,33.63431713230201,20.11703590394828,458.52,2871.715,42.605182405910874,2.1733760486415763,0.4427784695895681,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2013,86000,398000,4.63,,25.62020646458398,32.39627435818126,19.666226028456542,762.22,2817.02,52.869027605938754,1.8696910763996288,0.47881288005499467,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2013,167000,706000,4.23,,25.62020646458398,32.39627435818126,19.666226028456542,762.22,2817.02,52.869027605938754,1.8696910763996288,0.47881288005499467,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2013,30000,140000,4.67,,25.62020646458398,32.39627435818126,19.666226028456542,762.22,2817.02,52.869027605938754,1.8696910763996288,0.47881288005499467,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2013,189000,1005000,5.32,,25.62020646458398,32.39627435818126,19.666226028456542,762.22,2817.02,52.869027605938754,1.8696910763996288,0.47881288005499467,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2013,48000,215000,4.48,,25.62020646458398,32.39627435818126,19.666226028456542,762.22,2817.02,52.869027605938754,1.8696910763996288,0.47881288005499467,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2013,226000,1012000,4.48,,25.62020646458398,32.39627435818126,19.666226028456542,762.22,2817.02,52.869027605938754,1.8696910763996288,0.47881288005499467,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2013,98000,442000,4.51,,25.62020646458398,32.39627435818126,19.666226028456542,762.22,2817.02,52.869027605938754,1.8696910763996288,0.47881288005499467,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2013,217000,987000,4.55,,25.62020646458398,32.39627435818126,19.666226028456542,762.22,2817.02,52.869027605938754,1.8696910763996288,0.47881288005499467,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2013,174000,838000,4.82,,25.62020646458398,32.39627435818126,19.666226028456542,762.22,2817.02,52.869027605938754,1.8696910763996288,0.47881288005499467,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2013,172000,845000,4.91,,25.62020646458398,32.39627435818126,19.666226028456542,762.22,2817.02,52.869027605938754,1.8696910763996288,0.47881288005499467,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2013,112000,546000,4.88,,25.62020646458398,32.39627435818126,19.666226028456542,762.22,2817.02,52.869027605938754,1.8696910763996288,0.47881288005499467,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2013,46000,231000,5.02,,25.62020646458398,32.39627435818126,19.666226028456542,762.22,2817.02,52.869027605938754,1.8696910763996288,0.47881288005499467,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2013,74000,318000,4.3,,25.62020646458398,32.39627435818126,19.666226028456542,762.22,2817.02,52.869027605938754,1.8696910763996288,0.47881288005499467,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2013,97000,441000,4.55,,25.62020646458398,32.39627435818126,19.666226028456542,762.22,2817.02,52.869027605938754,1.8696910763996288,0.47881288005499467,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2013,17000,59000,3.47,,25.62020646458398,32.39627435818126,19.666226028456542,762.22,2817.02,52.869027605938754,1.8696910763996288,0.47881288005499467,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2013,86000,421000,4.9,,25.62020646458398,32.39627435818126,19.666226028456542,762.22,2817.02,52.869027605938754,1.8696910763996288,0.47881288005499467,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2013,45000,222000,4.93,,25.62020646458398,32.39627435818126,19.666226028456542,762.22,2817.02,52.869027605938754,1.8696910763996288,0.47881288005499467,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2013,102000,400000,3.92,,25.62020646458398,32.39627435818126,19.666226028456542,762.22,2817.02,52.869027605938754,1.8696910763996288,0.47881288005499467,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2013,285000,1524000,5.35,,25.62020646458398,32.39627435818126,19.666226028456542,762.22,2817.02,52.869027605938754,1.8696910763996288,0.47881288005499467,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2013,143000,665000,4.65,,25.62020646458398,32.39627435818126,19.666226028456542,762.22,2817.02,52.869027605938754,1.8696910763996288,0.47881288005499467,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2013,85000,385000,4.53,,25.62020646458398,32.39627435818126,19.666226028456542,762.22,2817.02,52.869027605938754,1.8696910763996288,0.47881288005499467,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2014,88000,322000,3.66,,26.867290442313642,34.123578332817814,20.480572997216207,341.65,2871.505,41.124635400556755,2.0488938292607486,0.45947055606014475,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2014,219000,843000,3.85,,26.867290442313642,34.123578332817814,20.480572997216207,341.65,2871.505,41.124635400556755,2.0488938292607486,0.45947055606014475,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2014,28000,93000,3.32,,26.867290442313642,34.123578332817814,20.480572997216207,341.65,2871.505,41.124635400556755,2.0488938292607486,0.45947055606014475,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2014,190000,923000,4.86,,26.867290442313642,34.123578332817814,20.480572997216207,341.65,2871.505,41.124635400556755,2.0488938292607486,0.45947055606014475,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2014,49000,155000,3.16,,26.867290442313642,34.123578332817814,20.480572997216207,341.65,2871.505,41.124635400556755,2.0488938292607486,0.45947055606014475,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2014,230000,961000,4.18,,26.867290442313642,34.123578332817814,20.480572997216207,341.65,2871.505,41.124635400556755,2.0488938292607486,0.45947055606014475,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2014,114000,421000,3.69,,26.867290442313642,34.123578332817814,20.480572997216207,341.65,2871.505,41.124635400556755,2.0488938292607486,0.45947055606014475,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2014,219000,799000,3.65,,26.867290442313642,34.123578332817814,20.480572997216207,341.65,2871.505,41.124635400556755,2.0488938292607486,0.45947055606014475,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2014,175000,744000,4.25,,26.867290442313642,34.123578332817814,20.480572997216207,341.65,2871.505,41.124635400556755,2.0488938292607486,0.45947055606014475,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2014,174000,704000,4.05,,26.867290442313642,34.123578332817814,20.480572997216207,341.65,2871.505,41.124635400556755,2.0488938292607486,0.45947055606014475,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2014,113000,459000,4.06,,26.867290442313642,34.123578332817814,20.480572997216207,341.65,2871.505,41.124635400556755,2.0488938292607486,0.45947055606014475,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2014,49000,207000,4.22,,26.867290442313642,34.123578332817814,20.480572997216207,341.65,2871.505,41.124635400556755,2.0488938292607486,0.45947055606014475,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2014,77000,247000,3.21,,26.867290442313642,34.123578332817814,20.480572997216207,341.65,2871.505,41.124635400556755,2.0488938292607486,0.45947055606014475,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2014,105000,356000,3.39,,26.867290442313642,34.123578332817814,20.480572997216207,341.65,2871.505,41.124635400556755,2.0488938292607486,0.45947055606014475,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2014,18000,53000,2.94,,26.867290442313642,34.123578332817814,20.480572997216207,341.65,2871.505,41.124635400556755,2.0488938292607486,0.45947055606014475,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2014,84000,301000,3.58,,26.867290442313642,34.123578332817814,20.480572997216207,341.65,2871.505,41.124635400556755,2.0488938292607486,0.45947055606014475,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2014,50000,181000,3.62,,26.867290442313642,34.123578332817814,20.480572997216207,341.65,2871.505,41.124635400556755,2.0488938292607486,0.45947055606014475,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2014,107000,371000,3.47,,26.867290442313642,34.123578332817814,20.480572997216207,341.65,2871.505,41.124635400556755,2.0488938292607486,0.45947055606014475,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2014,304000,1431000,4.71,,26.867290442313642,34.123578332817814,20.480572997216207,341.65,2871.505,41.124635400556755,2.0488938292607486,0.45947055606014475,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2014,147000,548000,3.73,,26.867290442313642,34.123578332817814,20.480572997216207,341.65,2871.505,41.124635400556755,2.0488938292607486,0.45947055606014475,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2014,88000,338000,3.84,,26.867290442313642,34.123578332817814,20.480572997216207,341.65,2871.505,41.124635400556755,2.0488938292607486,0.45947055606014475,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2015,174000,797000,4.58,,25.965978580266004,33.034930791834206,19.746510207237858,626.3599999999999,2814.24,47.263690071141355,1.8716095731518716,0.47011229553416556,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2015,181000,714000,3.94,,25.965978580266004,33.034930791834206,19.746510207237858,626.3599999999999,2814.24,47.263690071141355,1.8716095731518716,0.47011229553416556,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2015,100000,399000,3.99,,25.965978580266004,33.034930791834206,19.746510207237858,626.3599999999999,2814.24,47.263690071141355,1.8716095731518716,0.47011229553416556,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2015,189000,858000,4.54,,25.965978580266004,33.034930791834206,19.746510207237858,626.3599999999999,2814.24,47.263690071141355,1.8716095731518716,0.47011229553416556,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2015,50000,215000,4.3,,25.965978580266004,33.034930791834206,19.746510207237858,626.3599999999999,2814.24,47.263690071141355,1.8716095731518716,0.47011229553416556,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2015,226000,1050000,4.65,,25.965978580266004,33.034930791834206,19.746510207237858,626.3599999999999,2814.24,47.263690071141355,1.8716095731518716,0.47011229553416556,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2015,111000,430000,3.87,,25.965978580266004,33.034930791834206,19.746510207237858,626.3599999999999,2814.24,47.263690071141355,1.8716095731518716,0.47011229553416556,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2015,91000,408000,4.48,,25.965978580266004,33.034930791834206,19.746510207237858,626.3599999999999,2814.24,47.263690071141355,1.8716095731518716,0.47011229553416556,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2015,113000,512000,4.53,,25.965978580266004,33.034930791834206,19.746510207237858,626.3599999999999,2814.24,47.263690071141355,1.8716095731518716,0.47011229553416556,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2015,27000,93000,3.44,,25.965978580266004,33.034930791834206,19.746510207237858,626.3599999999999,2814.24,47.263690071141355,1.8716095731518716,0.47011229553416556,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2015,84000,371000,4.42,,25.965978580266004,33.034930791834206,19.746510207237858,626.3599999999999,2814.24,47.263690071141355,1.8716095731518716,0.47011229553416556,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2015,217000,946000,4.36,,25.965978580266004,33.034930791834206,19.746510207237858,626.3599999999999,2814.24,47.263690071141355,1.8716095731518716,0.47011229553416556,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2015,80000,317000,3.96,,25.965978580266004,33.034930791834206,19.746510207237858,626.3599999999999,2814.24,47.263690071141355,1.8716095731518716,0.47011229553416556,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2015,51000,226000,4.43,,25.965978580266004,33.034930791834206,19.746510207237858,626.3599999999999,2814.24,47.263690071141355,1.8716095731518716,0.47011229553416556,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2015,88000,378000,4.3,,25.965978580266004,33.034930791834206,19.746510207237858,626.3599999999999,2814.24,47.263690071141355,1.8716095731518716,0.47011229553416556,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2015,174000,858000,4.93,,25.965978580266004,33.034930791834206,19.746510207237858,626.3599999999999,2814.24,47.263690071141355,1.8716095731518716,0.47011229553416556,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
